CODINT_0;FLAG_0;FLAG_1;FLAG_2;FLAG_3;FLAG_4;FLAG_5;FLAG_6;FLAG_7;FLAG_8;FLAG_9;FLAG_10;FLAG_11;FLAG_12;OPTION_0;OPTION_1;OPTION_2;OPTION_3;OPTION_4;OPTION_5;OPTION_6;OPTION_7;OPTION_8;OPTION_9;OPTION_10;OPTION_11;OPTION_12;TYP_0;Texte0;Texte1;Texte2;Texte3;Texte4;Texte5;Texte6;Texte7;Texte8;Texte9;Texte10;Texte11;Texte12;Désignation
MSCND; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSCNF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSCNL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSCNR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSCNS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSCUN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSDLV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSEPP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSETI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSEXT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSFA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSHIP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSINA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSINL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSINM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSINQ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSINS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSINT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSINV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSLOT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSLPN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSMTO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSORC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSORD; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSPAC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSPER; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSPR2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSPRE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSPUR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSQUA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSQUO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSRCP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSREO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSRET; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSSYN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSSYV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSTAR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSTAT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSTO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSTRF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSUPP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MSUTI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MSVAL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MTAXE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MTC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MTDI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
MTRSN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MULTI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Mode multi
MULTIWOX; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Planification multi-niveaux
MUSA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MUSER; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
MUTI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
NTFQUIT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Notification de réglements
OMMEMA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
OMMFAX; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
OMMMAI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
OPNFIY; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Ré-ouverture d'exercice
OPNPER; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Ré-ouverture période
ORAPRO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
ORAPROP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
ORASTA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
ORASTAB; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
ORDWIPVAL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Valorisation en-cours
OROINT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Lancement interface APS
PACPA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PACPF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PACPG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PACPT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
PAEDI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PAINT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
PAMFG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
PAPTL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PAPTY; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PAPUR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
PAPUT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PASAL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
PASAT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PASSE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Changement mot de passe
PASTO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
PASTY; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PATCH; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Intégration de patchs
PATCHT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Test de patchs
PATRS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PAYPROPAL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Proposition automatique
PAYPROPAL2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;#N/A
PBSI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PECR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PEXS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PFIC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PHYISSM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Sortie d'actif - Tr massif
PHYTRFM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Transfert géographique massif
PLMINT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Lancement interface PLM
POINTAGE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Pointage
PREL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
PRHBATCH; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Génération liste de valeurs
PROROG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Prorogation fournisseur
PROROGC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Prorogation client
PYRAINT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Interface HRMS NA
RAPBAN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Rapprochement bancaire
RAPLCRAUT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Rapprochement domiciliations
RAPLCRMAN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Rapprochement domiciliations
RAZDOS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Remise à zéro dossier
RECBAL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation balances
RECBLA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation balances ana
RECBLM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation balances eng
RECBLQ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation balances qté
RECECT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Pièces
RECENG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation engagements
RECHACC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche code d'accès
RECHACI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche action
RECHACT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche code activité
RECHADC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche sur type de donnée
RECHAMZ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche champ
RECHDU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation échéances
RECHMESS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche message
RECHTXT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche texte
RECHTYP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Recherche type de données
RECLET; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation lettrage
RECOBJTXT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Pièces jointes et images
RECPYRACC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchro pyramides comptes
RECPYRCCE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchro pyramides sections
RECSOL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation soldes
RECTXTUTI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Textes
RECUPLNK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Resynchronisation des liaisons
RELBANK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Importation relevé bancaire
RELLCR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Import relevé LCR
REMPLCOMP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Remplacement composants
REMPLSRV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Remplacement services
REPLCR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Export relevé LCR
REPRISEAE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Reprise Abel Entreprise
REQUET; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
RETACC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Retour acceptation
RFI5M; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
RFI60; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RFI64; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RFI66; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RFI68; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RFI6B; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RFI6M; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
RFIS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;#N/A
RPT01; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe
RPT02; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe
RPT03; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT04; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT05; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT06; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT08; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT09; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT10; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT11; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/compta
RPT12; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/ventes
RPT13; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/ventes
RPT14; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/ventes
RPT15; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/ventes
RPT16; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/ventes
RPT18; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/achats
RPT19; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/achats
RPT20; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/achats
RPT21; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/achats
RPT22; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/achats
RPT23; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/CRM
RPT24; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/CRM
RPT25; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/stocks
RPT26; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/stocks
RPT27; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/stocks
RPT28; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/stocks
RPT29; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/stocks
RPT31; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/production
RPT32; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/production
RPT33; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Impression/groupe/production
